Report date;Property no.;Property name;Street address;Postal code;City;Lease no.;Tenant;Business ID;Tenant brand;Tenant group;Region;Lease type;Type of use;Building ID;Lease unit;ModelTreeID;Construction year;Renovation year;Leasable area (sqm);Quantity (pcs);Lease started;Beginning lease;Lease expiry date (fixed term);Earliest notice date (landlord);Notice period (landlord);Earliest possible expiry date; Notice period (tenant) ;Lease maturity;Conditions for lease extension;Capital rent; Maintenance rent ; Maintenance rent adjustments ;Supplements; Investment rent ; Discounts ;Total monthly rent;Rent type;VAT tax base; Base rent ;Basis of rent increase;Index type;Base index value;Month(s) of rent increase;Latest index review;Latest index value;Minimum rent increase;Tenure;Leasehold termination;Property ID;Beds/rooms;Measured m2;ERV €/m2;Valuation
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;510000382;Nokian kaupunki Tilapalvelut;0205717-4;;Nokian kaupunki Tilapalvelut;Pirkanmaa;Fixed term;Office;,NUI09;F1-13;;2011;;735,00;;1.10.2016;;31.12.2022;;;31.12.2022;;2,16;"Vuokra-aika on määräaikainen ja päättyy 31.12.2018.
Vuokralaisella oikeus jatkaa vuokra-aikaa neljän (4) vuoden määräaikaisella jatkokaudella. Vuokra-aika jatkuu automaattisesti 31.12.2022 saakka, ellei Vuokralainen kirjallisesti ilmoita Vuokranantajalle kesäkuun 2018 aikana että luopuu tästä oikeudesta.";6 078,16;1 989;-1 927;;;;6 140,84;;24 %;5 887,35;Index-based;Cost-of-living index (1951:10 = 100);1913;1,;201910;1975;;Freehold;;536-14-95-4           ,;;732,50;;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;510000219;Palaksi Oy;2631969-3;;Palaksi Oy;Pirkanmaa;Rolling;Retail;,NUI09;F1-18;;2011;;140,00;;19.9.2015;;;;3;31.5.2021;6;0,58;;1 232,69;379;;;;;1 611,60;;24 %;1 017,50;Index-based;Cost-of-living index (1951:10 = 100);1902;1,;201910;1975;;Freehold;;536-14-95-4           ,;;136,00;;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;510000215;Pirkka-Laskenta Oy;2394511-1;;Pirkka-Laskenta Oy;Pirkanmaa;Rolling;Office;,NUI09;F1-19;;2011;;104,00;;1.1.2014;;;;6;31.5.2021;6;0,58;;1 086,82;199;;;;;1 285,37;;24 %;1 040,00;Index-based;Cost-of-living index (1951:10 = 100);1888;1,;201911;1973;;Freehold;;536-14-95-4           ,;;107,50;;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;510000218;Tokmanni Oy;1928426-9;;Tokmanni Oy;Pirkanmaa;Rolling;Discount retail;,NUI09;F1-1, F1-2;;2011;;3 550,00;;1.1.2016;;;30.06.2025;6;31.12.2025;6;5,17;Sopimus päättyy 30.6.2025. Vuokrasopimus jatkuu nyt sovitun vuokra-ajan päätyttyä toistaiseksi voimassaolevana 12 kk kerrallaan, ellei sitä irtisanota kirjallisesti viimeistään 6 kk ennen em vuokra-ajajn tai kulloinkin kulumassa olevan vuokrajakson päättymistä.;23 999,77;5 502;-5 115;;;;24 386,32;;24 %;;Other;;;;;;;Freehold;;536-14-95-4           ,;;3 554,00;;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-10/liiketila;;2011;;925,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;925,50;7,50;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-17/liiketila;;2011;;445,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;445,50;7,50;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-20/liiketila;;2011;;131,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;131,50;7,50;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-6/liiketila;;2011;;118,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;118,50;7,50;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-7/sosiaalitila;;2011;;85,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;85,00;4,00;JLL
1.11.2020;5509;Kiinteistö Oy Nokian Nuijamiestentie 9;Nuijamiestentie 9;37120;Nokia;;TYHJÄT TILAT;;;;Pirkanmaa;;Local Commercial Center;NUI09;F1-8/varasto;;2011;;104,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,536-14-95-4           ;;104,00;4,00;JLL
1.11.2020;5510;Kiinteistö Oy Salon Hämeentie 24;Hämeentie 24-30;24100;Salo;510000406;Kesko Oyj / Vuokrahallinto;0109862-8;;Kesko Oyj;Varsinais-Suomi;Fixed term;Grocery;,HAM24;F1-1:F1-12, F2-1:F2-7;;1984;;9 416,00;;1.4.2004;;31.12.2025;;;31.12.2025;;5,17;Vuokralaisella on oikeus jatkaa vuokrasopimusten vuokra-aikaa entisin ehdoin 10 vuodella ilmoittamalla siitä vuokranantajalle kirjallisesti vähintään 18 kk ennen vuokra-ajan päättymistä. Halutessaan käyttää tätä oikeutta vuokralaisen on jatkettava samalla molempien vuokrasopimusten vuokra-aikaa.;99 525,68;;;;;;99 525,68;;24 %;95 697,77;Index-based;Cost-of-living index (1951:10 = 100);1900;6,;20202;1976;;Freehold;;734-5-6-24            ,;;9 355,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001643;24 Pesula Oy;1562325-1;;24 Pesula Oy;Uusimaa;Fixed term;Daily services;,INS02;F1-17;;2003;;78,00;;1.11.2020;;31.10.2025;;;31.10.2025;;5,00;;1 482,00;421;;156;;;2 059,20;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;2,00 %;Freehold;;91-43-51-15           ,;;78,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001145;Asuntoherttua Oy;1575043-7;;Asuntoherttua Oy;Uusimaa;Rolling;Retail;,INS02;B1-22;;2003;;11,00;;1.2.2019;;;;3;28.2.2021;3;0,33;;88,67;63;;;;;152,16;;24 %;88,00;Index-based;Cost-of-living index (1951:10 = 100);1958;1,;201911;1973;;Freehold;;91-43-51-15           ,;;11,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001730;DNA Kauppa Oy;1620367-0;;DNA Kauppa Oy;Uusimaa;Fixed term;Retail;,INS02;F2-5;;2003;;54,50;;1.12.2020;beginning;31.1.2023;;;31.1.2023;;2,25;Vuokralaisella on oikeus, edellyttäen, että vuokralainen on täyttänyt kaikki tämän sopimuksen velvoitteesta tehdä vuokrakohteesta määräaikainen jatkovuokrasopimus (12kk) tämän sopimuksen ehdoilla ja vuokran määrällä vuokra-ajalle, joka alkaa välittömästi tämän sopimuksen päättymisestä ja päättyy 31.1.2024. Poikkeukksellisesti on sovittu, että vuokranantaja tiedustelee option käytöstä reilut kuusi (6) kuukautta ennen ensimmäisen vuokra-ajan päättymistä ja vuokralaisen on ilmoitettava tämän oikeutensa käyttämisestä 31.8.2022 mennessä, muussa tapauksessa vuokralainen menettää oikeutensa jatkosopimukseen. ;2 071,00;305;;109;;;2 485,20;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1977;1,;;;2,00 %;Freehold;;91-43-51-15           ,;;54,50;21,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510000260;Elisa Oyj;0116510-6;;Elisa Oyj;Uusimaa;Rolling;Retail;;4;;2003;;0,00;;1.4.2008;;;30.06.2008;12;30.11.2021;12;1,08;;41,66;;;;;;41,66;;24 %;;No rent adjustments;;;;;;;Freehold;;91-43-51-15           ,;;;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001539;Hampaasi Oy;2990864-5;;Hampaasi Oy;Uusimaa;Fixed term;Daily services;,INS02;F2-3;;2003;;235,00;;15.9.2020;;14.9.2030;;;14.9.2030;;9,87;"Vuokralaisella on oikeus uusia vuokrasopimus 5 vuoden jatko-optiolla, mikäli vuokralainen käyttää jatko-optiotaan tulee vuokralaisen
ilmoittaa jatko-option käyttämisestä vuokranantajalle viimeistään 12 kuukautta ennen vuokrasopimuksen päättymistä. Mikäli vuokralainen käyttää vuokrasopimuksen päättymisen jälkeen 5 vuoden jatko-option sopimuksen jatkamisesta, on vuokralainen vapautettu pääomavuokran maksamiselta viideltä ensimmäiseltä kuukaudelta jatkokautta.";6 133,50;1 504;-752;291;;-6 134;1 043,40;;0 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;;Freehold;;91-43-51-15           ,;;235,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001682;Hertsin apteekki;2863528-6;;Hertsin apteekki;Uusimaa;Fixed term;Grocery;,INS02;B1-16, F2-6;;2003;;185,00;;1.10.2020;;30.9.2027;;;30.9.2027;;6,92;;10 567,50;1 067;;278;;;11 912,45;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;2,00 %;Freehold;;91-43-51-15           ,;;230,50;5,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001541;HOK-Elanto Liiketoiminta Oy;1837957-3;;HOK-Elanto Liiketoiminta Oy;Uusimaa;Fixed term;Grocery;,INS02;F2-8;;2003;;1 779,00;;20.2.2020;;19.2.2040;;;19.2.2040;;19,31;Vuokrattavien tilojen vuokra-aika on kaksikymmentä (20) vuotta. Tämän jälkeen vuokralaisella on oikeus jatkaa vuokrasopimusta samoin vuokraehdoin viidellä (5) vuodella. Vuokralaisen on ilmoitettava vuokraoption käytöstä sitovasti, kirjallisesti, 12 kuukautta ennen vuokra-ajan päättymistä.;33 395,90;10 265;;712;;;44 372,33;;24 %;32 751,39;Index-based;Cost-of-living index (1951:10 = 100);1931;1,2,;201912;1976;;Freehold;;91-43-51-15           ,;;1 779,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001434;Idän Niitty Oy / Pynninen;0956217-3;;Idän Niitty Oy / Pynninen;Uusimaa;Rolling;Retail;,INS02;F1-14, F1-16;;2003;;73,50;;1.10.2019;;;;12;30.11.2021;12;1,08;;2 373,24;424;;;;;2 797,49;;24 %;2 369,64;Index-based;Cost-of-living index (1951:10 = 100);1970;1,7,;20205;1965;;Freehold;;91-43-51-15           ,;;74,50;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001609;Idän Niitty Oy / Pynninen;0956217-3;;Idän Niitty Oy / Pynninen;Uusimaa;Rolling;Retail;,INS02;B1-10b;;2003;;13,50;;1.4.2020;;;;1;31.12.2020;1;0,16;;80,00;58;;;;;137,70;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,7,;;;;Freehold;;91-43-51-15           ,;;13,50;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001538;Luckiefun Suomi Oy;0948582-5;;Luckiefun Suomi Oy;Uusimaa;Fixed term;Daily services;,INS02;F2-2;;2003;;277,00;;1.9.2020;;31.8.2025;;;31.8.2025;;4,83;;7 004,20;1 496;;277;;;8 777,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1970;1,;;;;Freehold;;91-43-51-15           ,;;276,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001724;MMG Li Oy;2972264-8;;MMG Li Oy;Uusimaa;Rolling;Daily services;,INS02;B1-30;;2003;;13,00;;1.10.2020;;;31.10.2020;1;31.12.2020;1;0,16;;130,00;75;;;;;205,01;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,7,;;;;Freehold;;91-43-51-15           ,;;13,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001637;Peten Suutari Oy;2830607-9;;Peten Suutari Oy;Uusimaa;Fixed term;Retail;,INS02;F1-13;;2003;;21,00;;1.12.2020;beginning;30.10.2023;;;30.10.2023;;2,99;;1 386,60;113;;53;;;1 552,50;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;91-43-51-15           ,;;21,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001661;Queen Nails Oy;3139947-2;;Queen Nails Oy;Uusimaa;Fixed term;Daily services;,INS02;F1-15;;2003;;59,50;;1.7.2020;;30.6.2025;;;30.6.2025;;4,66;;2 082,50;321;324;119;;;2 847,14;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1966;1,;;;1,50 %;Freehold;;91-43-51-15           ,;;59,50;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001592;SATS Finland Oy;0459885-5;;SATS Finland Oy;Uusimaa;Fixed term;Daily services;,INS02;F3-3;;2003;;1 322,00;;1.1.2020;;31.12.2024;;;31.12.2024;;4,17;;18 640,20;7 139;;;;;25 779,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;91-43-51-15           ,;;1 322,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510001540;Tammer Ravintolat Oy;2921814-2;;Tammer Ravintolat Oy;Uusimaa;Fixed term;Daily services;,INS02;F2-4;;2003;;99,00;;1.9.2020;;31.8.2025;;;31.8.2025;;4,83;;3 712,50;535;;198;;;4 445,10;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1970;1,;;;;Freehold;;91-43-51-15           ,;;99,00;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510000259;TeliaSonera Finland Oyj / Unibase;1475607-9;;TeliaSonera Finland Oyj / Unibase;Uusimaa;Rolling;Retail;;1;;2003;;0,00;;1.12.2003;;;31.12.2003;12;30.11.2021;12;1,08;;21,49;;;;;;21,49;;24 %;17,20;Index-based;Cost-of-living index (1951:10 = 100);1579;12,;20199;1973;;Freehold;;91-43-51-15           ,;;;;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;510000272;Tokmanni Oy;1928426-9;;Tokmanni Oy;Uusimaa;Fixed term;Discount retail;,INS02;F1-6, F1-8, F1-9, M1-1;;2003;;2 003,00;;1.9.2013;;31.8.2022;;;31.8.2022;;1,83;;20 350,00;12 018;;;;;32 368,00;;24 %;;No rent adjustments;;;;;;;Freehold;;91-43-51-15           ,;;2 151,00;11,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-10/varasto;;2003;;43,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;43,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-16/sosiaalitila;;2003;;32,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;45,50;5,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-17/varasto;;2003;;31,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;31,50;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-19/varasto;;2003;;2,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;2,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-23/varasto;;2003;;7,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;7,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-25/varasto;;2003;;27,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;27,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-26/varasto;;2003;;32,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;32,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-28/varasto;;2003;;5,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;5,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-6/varasto;;2003;;22,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;22,50;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-7/varasto;;2003;;7,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;7,50;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-8/varasto;;2003;;2,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;2,50;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;B1-9/varasto;;2003;;70,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;70,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F1-18/liiketila;;2003;;130,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;130,50;17,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F1-19/sosiaalitila;;2003;;31,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;31,00;5,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F1-33/muu huoneisto;;2003;;3,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;3,00;7,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F1-5/liiketila;;2003;;236,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;236,00;17,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F1-7/liiketila;;2003;;200,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;200,00;11,00;JLL
1.11.2020;5511;Kiinteistö Oy Helsingin Insinöörinkatu 2;Insinöörinkatu 2;00810;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Local Commercial Center;INS02;F3-6/toimistotila;;2003;;6,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-43-51-15           ;;6,50;7,00;JLL
1.11.2020;5512;Kiinteistö Oy Ylöjärven Elotie 9;Elotie 9;33470;Ylöjärvi;510000529;Mutalan Kauppa Oy;0891272-5;Ruokakeidas;Mutalan Kauppa Oy;Pirkanmaa;Fixed term;Grocery;,ELO09;F1-4, F1-5, F1-6, F1-7, F1-8, F1-9;;2017;;3 124,40;;1.4.2017;;31.3.2027;;;31.3.2027;;6,41;;40 752,86;7 583;;;;;48 336,05;;24 %;39 679,88;Index-based;Cost-of-living index (1951:10 = 100);1923;1,;201910;1975;;Freehold;;980-428-1-275         ,;;2 871,50;;JLL
1.11.2020;5512;Kiinteistö Oy Ylöjärven Elotie 9;Elotie 9;33470;Ylöjärvi;510000528;Tokmanni Oy;1928426-9;;Tokmanni Oy;Pirkanmaa;Fixed term;Discount retail;,ELO09;F1-1, F1-2, F1-3;;2017;;3 192,50;;1.4.2017;;31.3.2027;;;31.3.2027;;6,41;;22 415,05;6 558;;;;;28 973,04;;24 %;21 541,15;Index-based;Cost-of-living index (1951:10 = 100);1898;1,4,;201910;1975;;Freehold;;980-428-1-275         ,;;3 026,50;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000283;Automatia Pankkiautomaatit Oy;0974651-1;;Automatia Pankkiautomaatit Oy;Uusimaa;Rolling;Daily services;,MYY14;F1-25;;1971;1971;5,50;;1.4.2014;;;;3;28.2.2021;3;0,33;;0,00;;;;;;0,00;;24 %;;No rent adjustments;;;;;;;Freehold;;49-26-66-3            ,;;5,50;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510001306;Espoon Voimistelun Tuki Oy;2837290-6;;Espoon Voimistelun Tuki Oy;Uusimaa;Fixed term;Daily services;,MYY14;F1-20;;1971;1971;650,00;;1.7.2019;;30.6.2024;30.06.2021;12;30.6.2024;12;3,66;;5 041,92;3 465;;;332;;8 837,92;;0 %;4 992,00;Index-based;Cost-of-living index (1951:10 = 100);1972;1,;201911;1973;1,00 %;Freehold;;49-26-66-3            ,;;650,00;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000289;Esport MiniArenas Oy;2682268-6;;Esport MiniArenas Oy;Uusimaa;Fixed term;Daily services;,MYY14;F1-18;;1971;1971;939,00;;1.6.2015;;1.5.2030;;;1.5.2030;;9,50;;10 249,93;;;;;;10 249,93;;24 %;8 447,24;Index-based;Cost-of-living index (1951:10 = 100);1897;1,;201911;1973;;Freehold;;49-26-66-3            ,;;938,50;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000294;J & J Trend Oy;1800184-5;;J & J Trend Oy;Uusimaa;Rolling;Grocery;,MYY14;F1-28;;1971;1971;44,00;;23.6.2014;;;;3;28.2.2021;3;0,33;;1 593,89;;;;;;1 593,89;;24 %;1 547,47;Index-based;Cost-of-living index (1951:10 = 100);1912;7,;20205;1965;3,00 %;Freehold;;49-26-66-3            ,;;43,00;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000305;Kesko Oyj / Vuokrahallinto;0109862-8;;Kesko Oyj;Uusimaa;Fixed term;Grocery;,MYY14;F1-21, F1-35, F1-36A, F1-44;;1971;1971;6 329,00;;1.5.2014;;31.10.2028;;;31.10.2028;;8,00;;136 937,86;33 164;;;;;170 101,82;;24 %;129 592,00;Index-based;Cost-of-living index (1951:10 = 100);1870;5,;20202;1976;;Freehold;;49-26-66-3            ,;;6 351,00;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000931;Mankkaan Ompelimo ;2919546-2;;Mankkaan Ompelimo ;Uusimaa;Rolling;Daily services;,MYY14;F1-29;;1971;1971;39,00;;1.8.2018;;;31.12.2018;3;28.2.2021;3;0,33;;1 335,18;;;;;;1 335,18;;24 %;1 100,00;Index-based;Cost-of-living index (1951:10 = 100);1946;1,;201911;1973;2,00 %;Freehold;;49-26-66-3            ,;;39,00;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510000300;Musti ja Mirri Oy;1083808-5;;Musti ja Mirri Oy;Uusimaa;Rolling;Retail;,MYY14;F1-26;;1971;1971;294,00;;1.6.2014;;;;6;31.5.2021;6;0,58;;7 096,44;;;;;;7 096,44;;24 %;6 490,00;Index-based;Cost-of-living index (1951:10 = 100);1909;1,;201911;1973;1,50 %;Freehold;;49-26-66-3            ,;;294,00;;JLL
1.11.2020;5513;Kiinteistö Oy Espoon Sinikalliontie 1;Sinikalliontie 1;02630;Espoo;510001674;Ravintola GrandPa;3142241-7;;Ravintola GrandPa;Uusimaa;Fixed term;Daily services;,MYY14;F1-30;;1971;1971;98,50;;23.7.2020;;31.8.2025;;;31.8.2025;;4,83;;1 910,90;552;;;;;2 462,90;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;;Freehold;;49-26-66-3            ,;;98,50;;JLL
